lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-000238,Watson-Avery,91790,Website,Won,Technology,500+,581821,Bob Martinez,2024-07-28,2024-11-06
LEAD-000239,Matthews-Barber,54880,Website,Qualified,Healthcare,11-50,11283,Bob Martinez,2024-09-11,
LEAD-000240,Bass PLC,53993,Referral,Opportunity,Professional Services,1-10,5123,Alice Chen,2024-12-30,
LEAD-000241,Johnson-Wood,58616,Website,New,Finance,1-10,6565,Bob Martinez,2024-06-21,
LEAD-000242,Foley Inc,90374,Event,Opportunity,Other,51-200,57727,Carol Williams,2024-05-22,
LEAD-000243,"Winters, Newman and Brown",36661,Referral,Lost,Other,51-200,64933,Carol Williams,2024-03-14,2024-06-18
LEAD-000244,Rush Group,12516,Website,Lost,Professional Services,51-200,60450,Alice Chen,2024-09-14,2024-12-06
LEAD-000245,May PLC,03300,Website,Lost,Finance,201-500,125429,Alice Chen,2024-01-20,2024-04-04
LEAD-000246,Sanchez-Martinez,74501,Website,Won,Finance,51-200,52172,Bob Martinez,2024-03-20,2024-04-27
LEAD-000247,Gallegos PLC,27653,Referral,Qualified,Manufacturing,11-50,18728,Carol Williams,2024-08-15,
LEAD-000248,Li and Sons,43565,Cold Outbound,Won,Finance,201-500,231203,Alice Chen,2024-10-27,
LEAD-000249,Kramer PLC,00872,Partner,Opportunity,Finance,11-50,12059,Eva Rodriguez,2024-04-17,
LEAD-000250,Huerta PLC,33354,Cold Outbound,New,Professional Services,201-500,174058,Bob Martinez,2024-11-06,
LEAD-000251,Rodriguez Inc,17776,Cold Outbound,New,Retail,1-10,1825,Alice Chen,2024-01-06,
LEAD-000252,Tyler-Young,42938,Website,New,Professional Services,11-50,16371,Alice Chen,2024-01-07,
LEAD-000253,Baker and Sons,97719,Event,Qualified,Other,51-200,52771,Carol Williams,2024-06-12,
LEAD-000254,"Wilson, Brown and West",47954,Cold Outbound,New,Technology,11-50,15430,David Johnson,2024-07-18,
LEAD-000255,"Rodriguez, Gordon and Dougherty",06184,Website,Opportunity,Technology,51-200,63420,David Johnson,2024-10-09,
LEAD-000256,"Boyd, Ellis and Maynard",08473,Cold Outbound,New,Professional Services,51-200,43182,Bob Martinez,2024-07-05,
LEAD-000257,Simmons-Rodriguez,93876,Website,New,Manufacturing,11-50,11129,Alice Chen,2024-12-19,
LEAD-000258,Jones-Miller,80231,Cold Outbound,New,Other,51-200,82770,Eva Rodriguez,2024-02-27,
LEAD-000259,Martinez PLC,83479,Event,Won,Finance,51-200,57223,Eva Rodriguez,2024-08-15,2024-12-29
LEAD-000260,"Joseph, James and Harper",39153,Website,Opportunity,Finance,11-50,18247,Alice Chen,2024-06-25,
LEAD-000261,"Jacobs, Garcia and Miles",86315,Referral,New,Professional Services,11-50,16812,Alice Chen,2024-09-09,
LEAD-000262,"Le, Lewis and Hayes",30450,Content,Opportunity,Manufacturing,11-50,24026,Carol Williams,2024-06-09,
LEAD-000263,Wilcox-Ross,96132,Content,Qualified,Other,500+,590504,Carol Williams,2024-02-06,
LEAD-000264,Simmons-Ortega,49561,Cold Outbound,Opportunity,Professional Services,11-50,14802,Eva Rodriguez,2024-02-29,
LEAD-000265,"Leblanc, Jones and Decker",12720,Cold Outbound,New,Technology,51-200,53671,David Johnson,2024-06-16,
LEAD-000266,Garner LLC,17555,Partner,Opportunity,Finance,201-500,178148,David Johnson,2024-08-04,
LEAD-000267,Willis PLC,74121,Website,Qualified,Retail,51-200,57494,Eva Rodriguez,2024-05-08,
LEAD-000268,"Martinez, Gomez and Ortega",98842,Partner,Lost,Healthcare,500+,696991,Carol Williams,2024-06-13,2024-10-25
LEAD-000269,"Williams, Roberts and Edwards",14080,Referral,Opportunity,Healthcare,51-200,47772,Bob Martinez,2024-08-12,
LEAD-000270,"Lewis, Douglas and Walker",14685,Website,Opportunity,Healthcare,1-10,7432,Bob Martinez,2024-05-15,
LEAD-000271,"Richardson, Farmer and Andrews",56745,Website,Won,Other,51-200,21991,Carol Williams,2024-11-24,
LEAD-000272,"Villegas, Cardenas and Austin",84740,Cold Outbound,Lost,Other,1-10,4820,David Johnson,2024-08-04,
LEAD-000273,Lynch Ltd,91395,Event,Lost,Finance,51-200,63744,Alice Chen,2024-04-13,2024-08-08
LEAD-000274,White Ltd,41000,Website,Qualified,Retail,11-50,13133,David Johnson,2024-12-23,
LEAD-000275,Bell-White,19277,Referral,Opportunity,Manufacturing,201-500,169865,Eva Rodriguez,2024-08-07,
LEAD-000276,"Morales, Thomas and Schultz",04519,Website,Qualified,Professional Services,500+,345358,Eva Rodriguez,2024-02-05,
LEAD-000277,"Moreno, Bennett and Chavez",21132,Referral,Opportunity,Retail,11-50,20533,Carol Williams,2024-05-23,
LEAD-000278,Griffith-Frank,74896,Website,Qualified,Finance,11-50,14645,David Johnson,2024-08-19,
LEAD-000279,Ware and Sons,21133,Partner,New,Healthcare,51-200,44132,David Johnson,2024-10-19,
LEAD-000280,"Williams, Miller and Ramos",56077,Website,Lost,Healthcare,51-200,42729,Alice Chen,2024-07-07,2024-08-10
LEAD-000281,"Ramos, Nelson and Fischer",15419,Website,Won,Technology,201-500,99315,Carol Williams,2024-05-14,2024-09-14
LEAD-000282,Rodriguez-Gregory,78244,Partner,New,Other,11-50,18624,Eva Rodriguez,2024-07-07,
LEAD-000283,"Estrada, Williams and Foster",79055,Website,Opportunity,Technology,11-50,13430,Bob Martinez,2024-01-22,
LEAD-000284,Harris and Sons,18488,Partner,Lost,Manufacturing,201-500,171523,Eva Rodriguez,2024-10-23,
LEAD-000285,Roberts-Wilson,65694,Website,Opportunity,Professional Services,201-500,157303,Eva Rodriguez,2024-10-17,
LEAD-000286,Thompson-James,92732,Referral,New,Healthcare,1-10,6293,Carol Williams,2024-03-30,
LEAD-000287,"Hansen, Barnett and Gomez",52545,Referral,New,Healthcare,11-50,20105,Alice Chen,2024-11-30,
LEAD-000288,"Williams, Smith and Morse",41534,Website,Opportunity,Professional Services,11-50,16997,Carol Williams,2024-08-11,
LEAD-000289,Berry-Mckinney,55248,Cold Outbound,Qualified,Professional Services,201-500,160136,Carol Williams,2024-04-22,
LEAD-000290,Sullivan LLC,23028,Website,Lost,Technology,51-200,32295,Eva Rodriguez,2024-11-07,
LEAD-000291,"Stevens, Norris and Cox",57741,Cold Outbound,Opportunity,Healthcare,51-200,33137,David Johnson,2024-11-23,
LEAD-000292,Sanchez PLC,52988,Referral,Opportunity,Professional Services,1-10,4848,Carol Williams,2024-07-22,
LEAD-000293,Foster LLC,98255,Content,Opportunity,Manufacturing,201-500,203853,David Johnson,2024-05-11,
LEAD-000294,Cook and Sons,10512,Website,Qualified,Retail,11-50,18273,Alice Chen,2024-07-17,
LEAD-000295,"Wilson, Hicks and Bullock",46294,Website,Lost,Healthcare,51-200,61946,David Johnson,2024-05-16,2024-07-08
LEAD-000296,"Mullen, Brewer and Hernandez",13975,Website,New,Retail,11-50,10109,Carol Williams,2024-02-26,
LEAD-000297,Gonzalez-Morrison,86419,Website,New,Other,51-200,46997,Bob Martinez,2024-01-30,
LEAD-000298,Bean Ltd,65265,Referral,Lost,Finance,51-200,54584,Eva Rodriguez,2024-06-29,2024-10-12
LEAD-000299,"Wolf, Cole and Glass",74490,Cold Outbound,Opportunity,Manufacturing,51-200,74339,Alice Chen,2024-09-06,
LEAD-000300,"Downs, Morris and Maddox",41937,Website,New,Manufacturing,11-50,12606,David Johnson,2024-02-28,
LEAD-000301,Jones-Ramos,40192,Event,New,Professional Services,500+,383218,David Johnson,2024-11-05,
LEAD-000302,Vargas-Bell,10225,Partner,New,Manufacturing,11-50,16214,David Johnson,2024-04-30,
LEAD-000303,Hayes-Brown,38128,Cold Outbound,Opportunity,Retail,51-200,21715,David Johnson,2024-01-30,
LEAD-000304,"Lin, Wyatt and Gilbert",66963,Cold Outbound,Qualified,Finance,500+,627447,Alice Chen,2024-05-29,
LEAD-000305,Carpenter-Best,97352,Referral,Won,Finance,1-10,5037,Eva Rodriguez,2024-12-13,
LEAD-000306,Cole PLC,85938,Referral,Qualified,Other,51-200,45512,Bob Martinez,2024-03-14,
LEAD-000307,Jacobs-Mason,08610,Website,Won,Other,51-200,54130,David Johnson,2024-06-23,2024-10-26
LEAD-000308,Shepherd LLC,94127,Website,New,Other,1-10,4530,Bob Martinez,2024-02-02,
LEAD-000309,"Lucas, Williams and Zimmerman",58096,Partner,Opportunity,Healthcare,201-500,144746,Bob Martinez,2024-07-22,
LEAD-000310,"Bishop, Cox and Hardin",51280,Cold Outbound,Won,Technology,51-200,29305,Carol Williams,2024-06-07,2024-09-14
LEAD-000311,Shelton-Williams,83192,Partner,Opportunity,Other,201-500,150141,Carol Williams,2024-09-08,
LEAD-000312,Jones-Davis,89417,Referral,Lost,Technology,51-200,58238,Bob Martinez,2024-05-30,2024-08-02
LEAD-000313,King-York,79498,Event,Qualified,Finance,500+,342322,Eva Rodriguez,2024-12-05,
LEAD-000314,Cook PLC,87481,Website,Qualified,Retail,11-50,16111,Bob Martinez,2024-02-24,
LEAD-000315,Collins-Douglas,87288,Cold Outbound,Opportunity,Other,11-50,17103,Alice Chen,2024-06-01,
LEAD-000316,Larson Inc,41078,Referral,New,Manufacturing,11-50,18376,Bob Martinez,2024-08-05,
LEAD-000317,Schneider-Murphy,17251,Referral,Won,Other,11-50,12773,David Johnson,2024-09-17,
LEAD-000318,"Calderon, Rodgers and Jennings",69496,Content,Opportunity,Finance,201-500,179653,Alice Chen,2024-02-06,
LEAD-000319,"Santiago, Romero and Smith",40984,Cold Outbound,New,Finance,201-500,172603,Eva Rodriguez,2024-03-11,
LEAD-000320,Peterson Group,25667,Website,Won,Manufacturing,500+,487940,David Johnson,2024-03-28,2024-07-19
LEAD-000321,Moore LLC,13757,Website,Qualified,Other,51-200,36717,Carol Williams,2024-07-16,
LEAD-000322,"Conley, Stephenson and Johnson",44641,Event,New,Manufacturing,201-500,197511,Alice Chen,2024-12-06,
LEAD-000323,"Anderson, Bennett and Martin",91313,Website,Qualified,Retail,51-200,21879,Carol Williams,2024-10-26,
LEAD-000324,"Lamb, Martin and Kim",54353,Referral,Qualified,Retail,11-50,15451,Bob Martinez,2024-05-21,
LEAD-000325,"Ball, Montes and Bishop",99118,Content,Won,Professional Services,1-10,4485,Carol Williams,2024-10-17,2024-12-05
LEAD-000326,Young-Allen,61975,Event,New,Retail,201-500,127115,Eva Rodriguez,2024-12-17,
LEAD-000327,Richardson PLC,58250,Partner,Won,Technology,51-200,50778,Bob Martinez,2024-06-28,2024-08-07
LEAD-000328,Strickland-Shaw,55375,Event,Opportunity,Other,11-50,18112,Eva Rodriguez,2024-03-03,
LEAD-000329,Solis and Sons,33269,Event,Opportunity,Healthcare,201-500,200837,Alice Chen,2024-01-21,
LEAD-000330,"Castillo, Watson and Villa",93745,Cold Outbound,Lost,Manufacturing,51-200,28033,David Johnson,2024-11-24,
LEAD-000331,"Rosales, Mitchell and Hines",36256,Event,Qualified,Other,201-500,140270,Eva Rodriguez,2024-06-23,
LEAD-000332,"Hernandez, Kim and Potts",29603,Event,New,Retail,1-10,7051,Alice Chen,2024-11-13,
LEAD-000333,Wilkerson-Arias,54882,Referral,New,Technology,1-10,3999,David Johnson,2024-01-21,
LEAD-000334,Shaw-Young,11197,Website,Opportunity,Technology,11-50,15184,Carol Williams,2024-05-25,
LEAD-000335,Johnson Inc,94178,Event,New,Healthcare,201-500,169976,Alice Chen,2024-09-09,
LEAD-000336,Moody-Taylor,38102,Website,New,Other,1-10,5579,Bob Martinez,2024-12-22,
LEAD-000337,Horton-Taylor,92977,Website,Qualified,Manufacturing,11-50,15316,Bob Martinez,2024-07-01,
LEAD-000338,Gilbert-Bullock,02991,Website,Qualified,Other,11-50,13074,Eva Rodriguez,2024-04-09,
LEAD-000339,Conley PLC,95821,Content,Qualified,Finance,201-500,119634,Alice Chen,2024-08-24,
LEAD-000340,"Henderson, Parsons and Young",16471,Website,New,Healthcare,11-50,17894,David Johnson,2024-01-19,
LEAD-000341,Barnes PLC,60415,Referral,Won,Technology,11-50,8530,Alice Chen,2024-01-25,2024-03-06
LEAD-000342,Copeland Group,78716,Cold Outbound,Qualified,Finance,500+,660475,Carol Williams,2024-07-27,
LEAD-000343,Chen PLC,32212,Website,Opportunity,Manufacturing,11-50,21682,Carol Williams,2024-10-06,
LEAD-000344,Carter Inc,81085,Referral,New,Retail,11-50,17821,Alice Chen,2024-05-17,
LEAD-000345,Duncan and Sons,87581,Website,New,Other,51-200,44114,Eva Rodriguez,2024-09-16,
LEAD-000346,Mills LLC,09371,Cold Outbound,Won,Other,201-500,141615,Alice Chen,2024-07-23,2024-10-07
LEAD-000347,"Romero, Mcneil and Spencer",51678,Website,New,Manufacturing,51-200,63369,Alice Chen,2024-12-05,
LEAD-000348,Williams-Hughes,49430,Website,New,Retail,11-50,20726,Carol Williams,2024-04-08,
LEAD-000349,"Smith, Kramer and Cooper",96569,Cold Outbound,Opportunity,Finance,1-10,2980,Bob Martinez,2024-09-12,
LEAD-000350,"Garcia, Perkins and Sherman",17987,Website,New,Technology,11-50,14690,Alice Chen,2024-01-18,
LEAD-000351,Payne-Li,23450,Content,Qualified,Technology,500+,673222,Eva Rodriguez,2024-11-18,
LEAD-000352,"Marshall, Dominguez and Welch",18176,Cold Outbound,Opportunity,Manufacturing,11-50,17613,Bob Martinez,2024-01-25,
LEAD-000353,"Parsons, Ellis and Carter",06242,Website,Won,Technology,11-50,13524,David Johnson,2024-11-03,
LEAD-000354,Blackwell LLC,41143,Partner,Qualified,Professional Services,51-200,54878,Alice Chen,2024-07-19,
LEAD-000355,Hays-Daniels,33703,Cold Outbound,Won,Retail,11-50,4429,Alice Chen,2024-01-15,2024-03-23
LEAD-000356,"Lee, Kelly and Norman",86449,Website,Qualified,Technology,1-10,5448,David Johnson,2024-05-08,
LEAD-000357,Martinez-Richardson,52932,Partner,New,Healthcare,11-50,16510,Bob Martinez,2024-10-15,
LEAD-000358,Kline-Hughes,24987,Partner,Qualified,Finance,201-500,169258,Eva Rodriguez,2024-07-11,
LEAD-000359,"Jimenez, Glass and Stone",11329,Event,Lost,Technology,11-50,6628,Carol Williams,2024-10-09,
LEAD-000360,Miller-Morrison,24153,Website,Opportunity,Other,1-10,5720,Bob Martinez,2024-07-30,
LEAD-000361,Morris-Miller,87129,Event,Opportunity,Finance,11-50,3513,Bob Martinez,2024-04-24,
LEAD-000362,Griffin-Robbins,22343,Website,New,Professional Services,11-50,15784,David Johnson,2024-09-24,
LEAD-000363,Bell-Williams,46711,Partner,Won,Retail,11-50,20237,David Johnson,2024-08-26,2024-12-21
LEAD-000364,Hill-Whitney,08019,Cold Outbound,Qualified,Other,500+,540828,David Johnson,2024-01-30,
LEAD-000365,"Walsh, Cox and Owen",89552,Website,Qualified,Technology,500+,460579,Carol Williams,2024-03-03,
LEAD-000366,Thomas PLC,89379,Content,Qualified,Manufacturing,1-10,1741,David Johnson,2024-10-30,
LEAD-000367,Johnson-Jones,85063,Referral,Won,Other,201-500,193222,David Johnson,2024-05-22,2024-11-17
LEAD-000368,Reyes-Bradley,79811,Website,Qualified,Other,11-50,13212,Eva Rodriguez,2024-02-29,
LEAD-000369,"Cole, Watson and Wallace",10578,Referral,Opportunity,Technology,11-50,12856,Bob Martinez,2024-08-10,
LEAD-000370,Moreno Group,41708,Website,New,Manufacturing,500+,364178,Carol Williams,2024-09-09,
LEAD-000371,Wright-Wilson,96927,Referral,New,Other,51-200,46017,Alice Chen,2024-03-13,
LEAD-000372,Holmes-Mcintyre,15936,Website,Qualified,Retail,51-200,48217,Alice Chen,2024-04-11,
LEAD-000373,Padilla-Lewis,80700,Referral,Opportunity,Technology,51-200,41764,Bob Martinez,2024-04-20,
LEAD-000374,"Hendricks, Henry and Martinez",10207,Referral,Qualified,Other,51-200,61180,Eva Rodriguez,2024-06-24,
LEAD-000375,Roach Group,12007,Content,New,Professional Services,201-500,126810,Alice Chen,2024-11-10,
LEAD-000376,"Ponce, Downs and Contreras",93501,Partner,Lost,Professional Services,1-10,4899,David Johnson,2024-01-26,2024-03-17
LEAD-000377,"Daniels, Vance and York",93799,Website,Lost,Healthcare,11-50,14381,Carol Williams,2024-10-02,2024-11-18
LEAD-000378,"Little, Leon and Hicks",16408,Cold Outbound,Qualified,Finance,201-500,128022,Carol Williams,2024-03-19,
LEAD-000379,Young Group,03946,Referral,Opportunity,Finance,201-500,147292,Eva Rodriguez,2024-05-20,
LEAD-000380,"Armstrong, Mcdonald and Bird",17510,Event,Opportunity,Manufacturing,201-500,153861,Eva Rodriguez,2024-08-25,
LEAD-000381,Jones Group,94470,Website,Qualified,Professional Services,1-10,6197,Eva Rodriguez,2024-10-06,
LEAD-000382,Fox-Hammond,75854,Referral,Won,Manufacturing,11-50,13986,Eva Rodriguez,2024-01-29,2024-05-27
LEAD-000383,Compton Ltd,10221,Referral,New,Finance,11-50,12777,Carol Williams,2024-06-23,
LEAD-000384,Frazier-Cooper,72761,Cold Outbound,Won,Retail,201-500,159103,David Johnson,2024-09-05,
LEAD-000385,"White, Burch and Reynolds",07764,Website,Opportunity,Manufacturing,51-200,60225,Bob Martinez,2024-11-18,
LEAD-000386,Holmes LLC,22082,Website,Lost,Professional Services,201-500,148301,Bob Martinez,2024-03-03,2024-04-28
LEAD-000387,Donovan-Perez,68513,Referral,Won,Other,11-50,16507,David Johnson,2024-12-13,
LEAD-000388,Singleton-King,83739,Cold Outbound,Opportunity,Finance,201-500,159372,Bob Martinez,2024-08-01,
LEAD-000389,Martinez-Turner,70425,Website,Lost,Finance,51-200,42449,Eva Rodriguez,2024-02-06,2024-05-10
LEAD-000390,"Davidson, Vargas and Carpenter",22940,Website,New,Retail,11-50,10613,Bob Martinez,2024-09-12,
LEAD-000391,"Le, Jacobs and Kirby",74375,Event,Qualified,Other,201-500,130923,Alice Chen,2024-01-16,
LEAD-000392,Miller Ltd,76099,Content,Won,Technology,51-200,42437,Eva Rodriguez,2024-04-12,2024-09-05
LEAD-000393,"Clark, Armstrong and Montgomery",04470,Website,Qualified,Manufacturing,1-10,7244,David Johnson,2024-07-12,
LEAD-000394,"Gardner, May and Turner",32597,Cold Outbound,Opportunity,Other,1-10,4528,Alice Chen,2024-11-08,
LEAD-000395,"Sullivan, Chavez and Barker",21220,Cold Outbound,New,Technology,11-50,21794,Bob Martinez,2024-06-19,
LEAD-000396,Washington-Harris,80017,Content,Opportunity,Healthcare,11-50,15277,Carol Williams,2024-02-25,
LEAD-000397,Hensley-Flores,45769,Partner,Qualified,Technology,1-10,6123,Carol Williams,2024-06-03,
LEAD-000398,Hodges PLC,74117,Cold Outbound,New,Retail,11-50,12154,Bob Martinez,2024-02-11,
LEAD-000399,Allen-Martinez,59430,Cold Outbound,Qualified,Other,51-200,58666,Alice Chen,2024-04-06,
LEAD-000400,Davis LLC,50852,Referral,Opportunity,Healthcare,51-200,31231,Carol Williams,2024-12-01,
LEAD-000401,"Barnes, Estes and Barrera",43418,Partner,Opportunity,Finance,201-500,153374,David Johnson,2024-12-28,
LEAD-000402,"Griffith, Lee and Moore",67967,Cold Outbound,Lost,Healthcare,201-500,106936,Bob Martinez,2024-06-30,2024-12-07
LEAD-000403,Koch-Jimenez,12303,Referral,New,Professional Services,500+,487647,Eva Rodriguez,2024-06-01,
LEAD-000404,"Bryant, Allen and Aguilar",06878,Cold Outbound,Won,Retail,51-200,22579,Carol Williams,2024-01-20,2024-03-24
LEAD-000405,Simpson-Khan,86256,Website,New,Finance,201-500,89725,Alice Chen,2024-09-18,
LEAD-000406,Mitchell-Smith,14590,Cold Outbound,New,Manufacturing,201-500,75766,Alice Chen,2024-06-16,
LEAD-000407,Khan Ltd,48444,Partner,Opportunity,Technology,11-50,13426,Bob Martinez,2024-10-23,
LEAD-000408,Diaz-Morales,75248,Website,Won,Retail,11-50,15742,David Johnson,2024-08-06,
LEAD-000409,Cox LLC,10138,Event,Lost,Technology,1-10,3879,David Johnson,2024-05-30,2024-09-09
LEAD-000410,"Cole, Pierce and Bryan",82190,Cold Outbound,Won,Healthcare,201-500,199842,David Johnson,2024-09-21,
LEAD-000411,"Wilson, Hester and Long",44945,Referral,Qualified,Professional Services,1-10,5539,Bob Martinez,2024-08-04,
LEAD-000412,Fischer-Gonzalez,67232,Cold Outbound,Won,Finance,201-500,213961,Alice Chen,2024-06-04,2024-10-18
LEAD-000413,"Williams, Williams and Reeves",62595,Referral,Won,Professional Services,51-200,54064,Alice Chen,2024-07-20,
LEAD-000414,Hernandez-Barry,18822,Referral,Won,Technology,201-500,167430,Bob Martinez,2024-05-07,2024-08-06
LEAD-000415,"Flores, Long and Jensen",39722,Cold Outbound,New,Retail,11-50,13613,Carol Williams,2024-08-18,
LEAD-000416,Romero-Hicks,64706,Referral,Opportunity,Other,1-10,4510,Alice Chen,2024-10-02,
LEAD-000417,"Evans, Cabrera and Richardson",88818,Website,New,Finance,11-50,23529,Bob Martinez,2024-02-12,
LEAD-000418,Silva-Robles,95570,Website,New,Technology,11-50,10465,Alice Chen,2024-12-04,
LEAD-000419,"Soto, Carlson and Baker",86430,Referral,Opportunity,Retail,1-10,3793,David Johnson,2024-10-31,
LEAD-000420,"Lane, Griffith and Silva",22850,Website,New,Retail,1-10,5098,Eva Rodriguez,2024-07-22,
LEAD-000421,"Griffith, Hampton and James",89725,Referral,Opportunity,Technology,51-200,45636,Eva Rodriguez,2024-04-04,
LEAD-000422,Armstrong Ltd,14905,Cold Outbound,Opportunity,Manufacturing,51-200,20185,Bob Martinez,2024-03-15,
LEAD-000423,Alexander Group,20349,Website,Qualified,Manufacturing,11-50,19833,Carol Williams,2024-06-09,
LEAD-000424,"Harris, Shaw and Carr",62315,Website,Opportunity,Retail,51-200,55220,Carol Williams,2024-12-04,
LEAD-000425,"Luna, Thornton and Stone",74017,Partner,New,Manufacturing,11-50,18769,David Johnson,2024-05-06,
LEAD-000426,"Mendoza, Bennett and Frye",60750,Cold Outbound,Lost,Professional Services,1-10,3516,Bob Martinez,2024-12-20,
LEAD-000427,"Peterson, Gomez and Ingram",94994,Website,Opportunity,Technology,201-500,140323,Eva Rodriguez,2024-09-21,
LEAD-000428,"Lara, Baker and Washington",32812,Event,Won,Healthcare,11-50,15474,Alice Chen,2024-04-18,2024-07-01
LEAD-000429,"Evans, David and Hendrix",38381,Partner,New,Other,500+,520140,Eva Rodriguez,2024-09-30,
LEAD-000430,Vaughn Group,42056,Referral,Opportunity,Retail,1-10,3997,Eva Rodriguez,2024-07-05,
